txn_id,customer_id,amount,merchant_category,txn_time,location,device_id
2158,327,3381,Electronics,2026-04-19 13:14:06,Mumbai,196
2159,1613,2737,Jewellery,2026-04-03 04:58:11,Pune,831
2160,1267,1042,Grocery,2026-03-28 15:50:38,Chennai,807
2161,1317,5658,Jewellery,2026-03-24 19:45:19,Pune,743
2162,345,5563,Jewellery,2026-04-14 10:00:39,Delhi,410
2163,1070,2974,Food,2026-04-09 20:18:30,Mumbai,425
2164,1916,2813,Grocery,2026-03-26 21:13:05,Mumbai,433
2165,1470,3876,Electronics,2026-04-19 20:48:44,Bangalore,1003
2166,613,419,Food,2026-04-16 11:41:45,Bangalore,1901
2167,1365,2305,Food,2026-04-08 08:49:12,Chennai,1342
2168,1621,50,Travel,2026-03-31 14:18:48,Bangalore,475
2169,1648,2728,Electronics,2026-03-28 01:39:11,Pune,803
2170,735,4271,Food,2026-04-12 00:48:09,Chennai,1314
2171,1941,4753,Food,2026-04-18 21:50:30,Delhi,455
2172,288,3944,Jewellery,2026-04-04 17:56:56,Pune,1185
2173,621,2914,Travel,2026-03-31 04:02:01,Bangalore,1380
2174,466,1690,Grocery,2026-03-30 11:03:03,Pune,332
2175,1585,1634,Electronics,2026-04-10 10:58:10,Bangalore,296
2176,332,421,Jewellery,2026-04-05 14:36:15,Pune,1756
2177,1920,3825,Jewellery,2026-04-20 21:06:21,Hyderabad,1195
2178,632,1266,Electronics,2026-03-24 05:40:30,Hyderabad,1706
2179,274,895,Jewellery,2026-04-13 13:06:54,Mumbai,1940
2180,1917,4011,Food,2026-03-26 09:51:19,Chennai,969
2181,1102,1724,Electronics,2026-04-12 22:03:35,Hyderabad,1408
2182,1389,2250,Electronics,2026-03-28 16:07:13,Mumbai,1237
2183,954,2004,Grocery,2026-03-27 19:38:39,Hyderabad,1358
2184,491,1617,Travel,2026-04-07 18:01:25,Bangalore,830
2185,1977,1417,Travel,2026-04-20 20:28:24,Delhi,1005
2186,1994,50,Grocery,2026-03-23 14:13:26,Pune,351
2187,1783,4495,Jewellery,2026-04-21 18:55:18,Mumbai,686
2188,1848,3626,Jewellery,2026-03-23 03:57:41,Mumbai,596
2189,441,3437,Jewellery,2026-04-16 07:44:44,Chennai,1786
2190,49,2799,Electronics,2026-03-26 21:41:44,Hyderabad,48
2191,482,1601,Jewellery,2026-04-11 14:46:05,Mumbai,1095
2192,495,3556,Jewellery,2026-04-02 23:28:24,Chennai,289
2193,882,2763,Travel,2026-04-11 00:44:08,Hyderabad,286
2194,1187,5142,Travel,2026-04-21 10:37:54,Chennai,1319
2195,368,5502,Jewellery,2026-04-17 01:14:47,Hyderabad,1288
2196,1014,1812,Travel,2026-04-06 00:58:52,Delhi,1976
2197,825,1320,Food,2026-04-03 08:26:01,Chennai,47
2198,1288,5695,Food,2026-04-03 00:08:17,Chennai,135
2199,1019,3256,Electronics,2026-04-09 19:08:12,Bangalore,1107
2200,258,2440,Electronics,2026-04-06 19:41:07,Delhi,391
2201,666,893,Food,2026-03-31 15:12:52,Pune,156
2202,1429,2875,Jewellery,2026-04-05 22:45:31,Delhi,483
2203,994,3715,Electronics,2026-03-31 08:58:27,Mumbai,1697
2204,941,2833,Travel,2026-04-20 17:11:40,Delhi,540
2205,1486,4185,Travel,2026-04-02 19:47:59,Hyderabad,872
2206,382,2745,Grocery,2026-04-08 12:25:31,Pune,381
2207,1969,1730,Grocery,2026-04-12 03:12:17,Chennai,581
2208,1263,382,Jewellery,2026-04-06 09:54:59,Pune,576
2209,351,4199,Travel,2026-03-28 15:27:16,Chennai,1853
2210,1271,4470,Electronics,2026-03-27 02:33:51,Mumbai,1931
2211,108,2821,Jewellery,2026-03-27 03:12:39,Chennai,1511
2212,1873,50,Food,2026-04-06 15:23:35,Chennai,67
2213,337,3608,Grocery,2026-03-27 03:45:28,Chennai,547
2214,576,2310,Food,2026-04-02 21:08:52,Bangalore,1332
2215,1600,3196,Jewellery,2026-04-09 07:40:13,Bangalore,1234
2216,1919,50,Food,2026-03-31 20:36:17,Mumbai,990
2217,312,2284,Electronics,2026-04-08 19:20:42,Delhi,320
2218,1766,50,Jewellery,2026-04-07 22:29:40,Mumbai,106
2219,888,5518,Travel,2026-04-02 02:51:08,Hyderabad,776
2220,1629,1733,Food,2026-04-20 09:06:02,Delhi,87
2221,1374,4514,Travel,2026-03-27 11:33:25,Delhi,1745
2222,508,118,Food,2026-04-06 01:21:02,Mumbai,1087
2223,495,3579,Grocery,2026-04-01 04:14:49,Chennai,554
2224,1116,4705,Electronics,2026-04-09 16:11:42,Mumbai,1841
2225,1903,2133,Jewellery,2026-04-17 20:36:50,Chennai,956
2226,726,3449,Food,2026-04-03 18:31:23,Delhi,1539
2227,191,1362,Food,2026-04-20 09:13:40,Chennai,1568
2228,1339,1489,Travel,2026-03-25 05:14:04,Hyderabad,930
2229,1848,4440,Grocery,2026-04-09 22:05:35,Hyderabad,1090
2230,1572,3616,Food,2026-03-23 10:24:42,Mumbai,1728
2231,1658,3286,Food,2026-04-10 19:06:58,Pune,979
2232,1413,1900,Grocery,2026-04-09 22:58:13,Bangalore,1737
2233,546,2931,Jewellery,2026-04-18 20:41:54,Bangalore,325
2234,1224,3487,Grocery,2026-04-13 08:31:55,Delhi,811
2235,889,4063,Electronics,2026-03-31 08:31:19,Hyderabad,1078
2236,1248,5634,Electronics,2026-03-27 18:52:19,Hyderabad,179
2237,1866,2587,Travel,2026-04-04 16:30:08,Mumbai,1687
2238,11,1631,Food,2026-04-18 18:20:57,Chennai,323
2239,1198,1978,Jewellery,2026-04-14 04:43:37,Bangalore,328
2240,1882,4916,Travel,2026-04-05 10:41:25,Hyderabad,318
2241,872,3967,Jewellery,2026-04-10 02:13:42,Delhi,716
2242,1547,50,Grocery,2026-04-15 15:44:59,Delhi,577
2243,728,1285,Food,2026-04-09 20:33:31,Hyderabad,948
2244,1767,4809,Food,2026-04-09 14:28:05,Pune,1711
2245,956,1559,Travel,2026-04-06 17:57:43,Chennai,858
2246,1572,2616,Travel,2026-04-01 05:11:57,Mumbai,1798
2247,149,4753,Electronics,2026-04-08 04:17:23,Chennai,1684
2248,396,3777,Grocery,2026-04-19 03:07:40,Pune,639
2249,213,2659,Jewellery,2026-03-24 13:14:18,Pune,1860
2250,1451,3322,Travel,2026-04-09 11:19:39,Mumbai,1832
2251,256,1494,Food,2026-03-30 08:15:59,Hyderabad,1977
2252,231,1722,Food,2026-04-02 05:55:59,Delhi,1569
2253,997,3863,Jewellery,2026-04-16 03:39:29,Delhi,1422
2254,842,4781,Food,2026-04-18 13:25:04,Chennai,471
2255,1809,2185,Electronics,2026-04-16 18:42:00,Chennai,419
2256,957,2374,Electronics,2026-04-01 10:39:37,Bangalore,970
2257,1263,1058,Jewellery,2026-04-14 02:52:25,Pune,1799
2258,1104,5531,Travel,2026-04-13 05:10:51,Delhi,447
2259,588,1416,Food,2026-04-21 01:01:16,Pune,719
2260,1804,895,Travel,2026-03-25 07:51:15,Chennai,344
2261,918,2291,Electronics,2026-04-10 19:37:04,Hyderabad,952
2262,676,2272,Grocery,2026-03-25 12:15:27,Bangalore,712
2263,1259,4513,Travel,2026-04-01 19:28:42,Bangalore,352
2264,504,877,Grocery,2026-04-20 03:05:15,Mumbai,1529
2265,50,2977,Jewellery,2026-04-03 22:58:43,Bangalore,1686
2266,980,5467,Travel,2026-04-02 19:31:34,Hyderabad,1339
2267,1889,1695,Travel,2026-03-31 08:38:17,Bangalore,501
2268,228,50,Travel,2026-04-06 03:37:18,Delhi,1240
2269,245,4717,Jewellery,2026-04-18 16:17:35,Bangalore,340
2270,1449,3005,Food,2026-04-19 20:58:25,Mumbai,1775
2271,689,5900,Travel,2026-03-28 16:26:44,Delhi,760
2272,267,826,Jewellery,2026-04-12 19:24:32,Delhi,1011
2273,706,582,Grocery,2026-04-20 03:45:54,Mumbai,290
2274,256,658,Grocery,2026-04-07 10:49:16,Delhi,1351
2275,1760,1253,Grocery,2026-04-09 02:04:29,Chennai,1812
2276,254,4915,Jewellery,2026-03-31 08:18:30,Chennai,1564
2277,1405,1858,Travel,2026-04-17 11:40:01,Hyderabad,829
2278,1282,625,Grocery,2026-04-05 14:55:56,Mumbai,1260
2279,549,4211,Grocery,2026-03-26 11:02:02,Pune,598
2280,1805,2510,Food,2026-03-30 09:57:39,Bangalore,897
2281,57,5065,Electronics,2026-04-11 10:46:41,Hyderabad,506
2282,681,2639,Food,2026-04-15 03:36:16,Delhi,1289
2283,1542,1643,Electronics,2026-03-28 05:32:41,Bangalore,402
2284,233,1509,Grocery,2026-04-05 13:13:48,Bangalore,671
2285,1674,3784,Grocery,2026-04-15 00:14:51,Hyderabad,1300
2286,616,5055,Electronics,2026-04-15 19:46:55,Hyderabad,13
2287,1006,2874,Grocery,2026-03-24 05:19:07,Bangalore,895
2288,1058,50,Travel,2026-04-02 04:47:46,Hyderabad,140
2289,1334,1983,Electronics,2026-04-16 08:27:54,Mumbai,1432
2290,1288,4313,Jewellery,2026-04-01 01:10:23,Chennai,1903
2291,1760,293,Jewellery,2026-04-18 19:26:46,Chennai,1296
2292,1725,4119,Travel,2026-04-16 15:07:30,Mumbai,285
2293,659,1273,Jewellery,2026-03-26 21:18:52,Chennai,419
2294,1094,3369,Travel,2026-04-15 04:09:15,Pune,405
2295,1394,2816,Food,2026-03-24 21:16:02,Delhi,1477
2296,350,5919,Grocery,2026-03-23 08:03:46,Delhi,1428
2297,495,1376,Food,2026-03-27 23:14:14,Chennai,1351
2298,483,4223,Food,2026-04-10 23:50:59,Pune,69
2299,1364,798,Grocery,2026-04-17 23:16:20,Bangalore,1579
2300,402,1121,Travel,2026-04-09 05:43:55,Bangalore,1143
2301,558,50,Grocery,2026-04-14 03:29:15,Hyderabad,1039
2302,847,3596,Travel,2026-03-26 14:52:11,Pune,182
2303,618,3326,Food,2026-04-12 23:08:14,Hyderabad,1802
2304,1326,428,Jewellery,2026-04-16 07:54:12,Delhi,352
2305,1029,3751,Grocery,2026-04-10 02:06:18,Delhi,1335
2306,1716,1102,Grocery,2026-03-24 14:15:48,Mumbai,1845
2307,1184,1485,Travel,2026-04-06 09:39:59,Delhi,948
2308,1185,2480,Jewellery,2026-03-30 03:17:38,Pune,574
2309,369,3275,Travel,2026-04-14 14:50:37,Pune,9
2310,999,1156,Food,2026-04-14 02:02:51,Mumbai,1346
2311,1376,1267,Grocery,2026-04-05 08:30:40,Delhi,1489
2312,367,3809,Electronics,2026-04-07 17:20:29,Chennai,553
2313,1057,1454,Jewellery,2026-04-17 08:03:14,Delhi,80
2314,1998,4364,Food,2026-04-06 09:31:36,Delhi,311
2315,328,4191,Jewellery,2026-04-08 19:32:54,Chennai,1456
2316,1282,50,Electronics,2026-03-29 16:56:25,Mumbai,1794
2317,1880,282,Jewellery,2026-04-05 04:18:29,Bangalore,335
2318,817,2281,Food,2026-03-30 09:07:35,Mumbai,15
2319,969,5042,Electronics,2026-04-12 07:47:04,Delhi,1141
2320,1187,4323,Travel,2026-04-02 10:30:22,Mumbai,1373
2321,1046,198,Travel,2026-03-31 09:50:45,Mumbai,733
2322,764,50,Jewellery,2026-04-01 18:26:13,Chennai,1589
2323,1906,337,Electronics,2026-04-14 20:15:14,Bangalore,736
2324,458,757,Food,2026-03-28 13:10:01,Bangalore,540
2325,1583,3835,Jewellery,2026-04-07 15:15:37,Mumbai,1599
2326,457,4340,Travel,2026-04-21 05:05:47,Bangalore,1770
2327,1160,1015,Electronics,2026-04-22 02:00:08,Hyderabad,527
2328,1717,3148,Travel,2026-04-15 09:03:22,Pune,626
2329,764,54,Electronics,2026-04-05 05:25:39,Chennai,544
2330,1127,2288,Food,2026-04-11 04:36:12,Bangalore,1778
2331,1213,4517,Jewellery,2026-03-29 22:17:15,Chennai,1982
2332,628,1602,Electronics,2026-04-01 04:23:17,Chennai,1899
2333,524,1540,Travel,2026-04-04 14:22:13,Hyderabad,1445
2334,1893,2415,Grocery,2026-04-01 04:03:20,Delhi,615
2335,855,3466,Jewellery,2026-03-30 10:01:00,Pune,1659
2336,1456,3117,Travel,2026-04-12 10:45:39,Delhi,1431
2337,1074,476,Food,2026-04-06 09:14:18,Delhi,1519
2338,1635,4687,Electronics,2026-04-02 12:18:21,Chennai,410
2339,136,50,Grocery,2026-04-14 15:15:57,Bangalore,342
2340,622,4048,Travel,2026-03-29 04:22:43,Hyderabad,1946
2341,721,2293,Jewellery,2026-03-30 16:03:42,Pune,1112
2342,1709,4237,Food,2026-04-04 12:54:54,Hyderabad,1942
2343,697,2869,Food,2026-04-07 12:15:37,Delhi,432
2344,1659,2722,Grocery,2026-04-17 06:10:13,Pune,1587
2345,376,3082,Food,2026-03-26 08:40:49,Delhi,10
2346,1512,4907,Travel,2026-04-01 19:03:18,Delhi,394
2347,475,868,Grocery,2026-04-05 16:23:59,Pune,1426
2348,844,1517,Electronics,2026-04-13 15:53:50,Pune,1304
2349,1287,3216,Electronics,2026-04-02 17:34:47,Hyderabad,1782
2350,248,1435,Travel,2026-04-11 09:20:12,Bangalore,1634
2351,1598,4238,Travel,2026-03-27 00:18:53,Chennai,1012
2352,1263,120,Electronics,2026-04-06 21:40:41,Pune,1244
2353,794,3765,Grocery,2026-04-18 12:11:27,Mumbai,1018
2354,41,1400,Grocery,2026-04-15 03:08:59,Chennai,1535
2355,841,1888,Grocery,2026-04-09 18:03:03,Hyderabad,766
2356,401,3624,Travel,2026-04-06 10:52:40,Pune,210
2357,216,413,Food,2026-04-04 18:19:12,Hyderabad,1426
2358,1021,50,Travel,2026-04-13 11:10:22,Bangalore,211
2359,333,50,Food,2026-04-07 10:01:17,Chennai,1556
2360,1910,3044,Food,2026-04-04 15:07:40,Chennai,580
2361,472,3905,Grocery,2026-04-17 20:36:32,Pune,1017
2362,1833,2962,Grocery,2026-03-25 22:39:17,Bangalore,125
2363,1662,3922,Food,2026-03-29 21:52:26,Hyderabad,1333
2364,14,998,Food,2026-03-29 08:54:59,Hyderabad,1160
2365,1655,3661,Grocery,2026-03-29 20:48:42,Hyderabad,27
2366,1177,3323,Jewellery,2026-04-01 13:45:00,Delhi,551
2367,1295,205,Food,2026-03-28 19:48:44,Delhi,466
2368,1221,1405,Grocery,2026-04-14 16:55:01,Pune,1087
2369,1832,1958,Grocery,2026-04-20 01:09:51,Mumbai,363
2370,384,4605,Food,2026-04-05 12:58:44,Hyderabad,1701
2371,1975,3782,Travel,2026-03-31 14:07:27,Hyderabad,144
2372,928,3069,Jewellery,2026-04-10 05:48:54,Chennai,689
2373,1204,5673,Travel,2026-03-30 18:56:02,Delhi,1715
2374,506,1234,Electronics,2026-03-25 04:36:53,Delhi,116
2375,759,2589,Travel,2026-04-11 18:17:17,Mumbai,1023
2376,1323,1196,Grocery,2026-04-18 00:41:56,Hyderabad,534
2377,1000,4965,Electronics,2026-03-28 18:21:31,Mumbai,1137
2378,1947,1763,Electronics,2026-04-19 22:46:00,Hyderabad,511
2379,1584,2604,Electronics,2026-04-11 01:59:05,Mumbai,666
2380,1662,4146,Electronics,2026-04-03 16:58:03,Hyderabad,439
2381,689,4504,Food,2026-04-01 22:54:40,Delhi,436
2382,805,6678,Electronics,2026-04-05 13:30:28,Mumbai,1731
2383,571,1478,Travel,2026-03-28 03:28:10,Hyderabad,1085
2384,1772,5934,Electronics,2026-03-26 14:48:53,Chennai,720
2385,389,1800,Jewellery,2026-04-14 11:48:09,Mumbai,368
2386,221,4208,Electronics,2026-04-11 01:06:48,Mumbai,791
2387,25,2883,Food,2026-04-10 06:39:01,Delhi,281
2388,310,4071,Travel,2026-03-23 14:24:27,Mumbai,506
2389,884,2712,Travel,2026-04-09 22:43:34,Delhi,745
2390,46,2530,Grocery,2026-04-01 14:58:53,Bangalore,711
2391,1618,3583,Jewellery,2026-03-26 04:49:23,Delhi,956
2392,1490,2900,Grocery,2026-03-24 22:20:44,Pune,147
2393,430,2720,Food,2026-04-20 22:02:08,Chennai,163
2394,935,3433,Electronics,2026-04-07 12:13:23,Mumbai,4
2395,1537,3359,Travel,2026-04-01 19:58:17,Bangalore,1975
2396,1443,2539,Jewellery,2026-04-07 15:22:16,Pune,432
2397,24,4983,Electronics,2026-03-27 16:05:46,Hyderabad,1409
2398,640,1468,Jewellery,2026-04-07 10:10:49,Mumbai,1871
2399,1357,5505,Grocery,2026-04-11 10:40:48,Delhi,353
2400,1669,3474,Grocery,2026-04-09 10:52:57,Chennai,725
2401,134,2980,Travel,2026-03-27 05:47:32,Bangalore,979
2402,1071,50,Food,2026-04-01 06:41:45,Mumbai,572
2403,569,5650,Grocery,2026-03-30 04:26:51,Bangalore,113
2404,603,3504,Jewellery,2026-03-31 07:54:16,Bangalore,1421
2405,145,3138,Jewellery,2026-04-02 16:41:49,Delhi,419
2406,316,5517,Food,2026-04-18 14:53:20,Pune,709
2407,1106,1809,Electronics,2026-04-20 23:55:31,Hyderabad,1566
2408,85,507,Food,2026-04-01 02:51:06,Hyderabad,1271
2409,1873,1178,Grocery,2026-04-15 11:48:58,Chennai,227
2410,125,4276,Grocery,2026-04-18 20:24:03,Mumbai,636
2411,1807,4452,Travel,2026-03-24 08:09:09,Chennai,1538
2412,297,1329,Travel,2026-03-28 21:43:55,Chennai,1391
2413,1182,1733,Jewellery,2026-04-11 18:41:26,Delhi,997
2414,1144,3048,Grocery,2026-04-18 19:18:30,Bangalore,679
2415,1999,2577,Jewellery,2026-04-02 16:40:56,Bangalore,209
2416,463,703,Travel,2026-03-30 06:27:16,Mumbai,395
2417,1909,3911,Grocery,2026-04-08 23:23:35,Bangalore,1643
2418,1811,4195,Grocery,2026-04-10 12:01:07,Mumbai,921
2419,1137,50,Jewellery,2026-04-02 19:30:20,Pune,549
2420,718,3431,Grocery,2026-03-24 01:02:47,Mumbai,1206
2421,434,1919,Travel,2026-03-25 09:33:44,Pune,745
2422,909,1232,Jewellery,2026-04-11 15:24:07,Delhi,513
2423,1361,2761,Jewellery,2026-03-27 04:47:59,Pune,590
2424,714,4542,Electronics,2026-04-06 22:50:58,Pune,1660
2425,312,2276,Electronics,2026-04-18 04:55:49,Delhi,406
2426,1313,2707,Travel,2026-04-07 18:52:10,Delhi,778
2427,856,504,Grocery,2026-03-26 20:22:41,Pune,1886
2428,1359,3206,Grocery,2026-04-09 17:07:22,Chennai,1218
2429,1449,2373,Electronics,2026-03-24 22:38:19,Mumbai,1906
2430,919,2165,Food,2026-03-31 07:34:27,Hyderabad,1043
2431,548,2249,Food,2026-04-14 19:01:41,Mumbai,235
2432,20,4901,Electronics,2026-04-10 21:25:56,Pune,1907
2433,1881,1479,Food,2026-04-08 08:26:38,Delhi,1871
2434,651,1527,Travel,2026-03-25 06:19:35,Mumbai,722
2435,287,3857,Grocery,2026-04-07 02:25:20,Hyderabad,1827
2436,1302,1561,Electronics,2026-03-31 21:50:37,Chennai,203
2437,178,3697,Grocery,2026-04-16 10:25:28,Pune,1146
2438,376,3250,Jewellery,2026-04-18 00:37:34,Delhi,223
2439,410,827,Electronics,2026-03-24 11:31:01,Bangalore,1545
2440,1803,2987,Travel,2026-03-27 13:00:02,Pune,1322
2441,1620,4780,Jewellery,2026-04-20 08:50:28,Delhi,1044
2442,1582,2746,Electronics,2026-04-05 23:05:13,Bangalore,1900
2443,1587,4295,Jewellery,2026-04-07 21:55:05,Pune,860
2444,338,6327,Food,2026-04-15 16:57:56,Bangalore,696
2445,328,2626,Food,2026-04-03 22:10:01,Chennai,1668
2446,1275,2982,Food,2026-04-20 10:32:09,Mumbai,1297
2447,994,4282,Food,2026-04-19 16:01:58,Hyderabad,573
2448,953,5242,Food,2026-03-28 02:52:27,Bangalore,1809
2449,1935,3919,Food,2026-04-02 10:22:38,Chennai,1094
2450,1759,3520,Food,2026-03-25 08:02:39,Bangalore,1373
2451,604,2528,Jewellery,2026-04-16 07:45:02,Hyderabad,1001
2452,462,1250,Electronics,2026-03-28 11:00:13,Bangalore,1496
2453,936,2021,Electronics,2026-04-06 06:48:28,Pune,713
2454,168,3147,Grocery,2026-04-13 21:09:40,Bangalore,82
2455,473,5762,Food,2026-04-17 15:44:47,Hyderabad,1693
2456,1209,2414,Food,2026-04-21 06:13:52,Delhi,191
2457,279,5659,Food,2026-04-05 18:24:16,Pune,651
2458,1886,5032,Travel,2026-04-01 14:43:25,Hyderabad,1846
2459,773,2468,Food,2026-04-12 00:48:14,Bangalore,805
2460,1944,4312,Travel,2026-03-24 06:01:11,Chennai,652
2461,386,4091,Food,2026-04-03 13:31:56,Bangalore,675
2462,1431,254,Travel,2026-04-09 03:52:02,Delhi,1288
2463,984,951,Food,2026-03-29 16:28:35,Mumbai,476
2464,63,3443,Jewellery,2026-04-17 09:50:14,Chennai,1894
2465,1021,2562,Jewellery,2026-04-02 02:08:58,Bangalore,190
2466,1014,622,Food,2026-04-15 06:07:32,Delhi,543
2467,1057,630,Electronics,2026-04-07 22:59:17,Delhi,527
2468,101,4474,Travel,2026-04-07 21:49:44,Pune,681
2469,1076,4103,Grocery,2026-04-10 00:57:43,Pune,866
2470,491,50,Travel,2026-04-05 21:58:41,Bangalore,1525
2471,1797,1414,Food,2026-04-09 22:36:33,Hyderabad,218
2472,173,3540,Food,2026-04-07 01:39:15,Hyderabad,184
2473,563,3913,Food,2026-04-03 00:25:10,Delhi,1734
2474,1944,3532,Travel,2026-04-14 12:19:30,Chennai,1283
2475,859,50,Jewellery,2026-03-28 08:05:16,Hyderabad,1605
2476,236,2870,Grocery,2026-04-10 12:32:18,Pune,1646
2477,460,4764,Electronics,2026-04-11 05:08:40,Pune,623
2478,1406,4443,Electronics,2026-04-11 10:59:54,Bangalore,1359
2479,1152,3585,Grocery,2026-03-30 20:01:24,Hyderabad,1193
2480,1831,229,Grocery,2026-04-21 03:06:18,Chennai,933
2481,699,2222,Food,2026-03-25 17:18:05,Mumbai,831
2482,747,3968,Jewellery,2026-03-24 00:02:26,Pune,999
2483,1453,4377,Electronics,2026-03-26 02:28:59,Bangalore,148
2484,740,3935,Travel,2026-03-24 20:46:15,Pune,1310
2485,184,1864,Food,2026-04-09 00:21:36,Pune,1438
2486,1410,420,Food,2026-03-26 00:43:41,Chennai,1687
2487,740,4699,Electronics,2026-04-09 07:29:20,Pune,526
2488,1345,2110,Electronics,2026-04-18 04:49:17,Chennai,653
2489,736,2343,Grocery,2026-04-18 13:57:39,Chennai,1863
2490,1468,4859,Jewellery,2026-04-13 16:53:30,Bangalore,373
2491,1754,2823,Grocery,2026-04-19 05:16:37,Mumbai,112
2492,1782,50,Travel,2026-04-09 17:09:26,Bangalore,99
2493,1001,5033,Food,2026-04-15 19:19:57,Chennai,312
2494,1168,1661,Food,2026-03-26 02:15:36,Delhi,1759
2495,1169,3579,Electronics,2026-04-06 03:31:07,Mumbai,1284
2496,346,1709,Electronics,2026-04-10 14:03:55,Chennai,1135
2497,1981,812,Grocery,2026-04-17 08:34:29,Hyderabad,943
2498,1869,4480,Grocery,2026-04-06 18:54:15,Chennai,829
2499,262,3535,Jewellery,2026-03-23 02:48:08,Bangalore,180
2500,1318,4111,Jewellery,2026-03-27 10:57:12,Bangalore,1615
2501,1895,3001,Travel,2026-04-18 16:43:34,Delhi,236
2502,1022,3343,Travel,2026-04-03 14:49:26,Pune,755
2503,1463,3159,Jewellery,2026-04-14 22:00:25,Pune,728
2504,1185,1164,Travel,2026-03-25 12:02:58,Pune,1704
2505,1514,3090,Grocery,2026-03-28 01:15:25,Delhi,789
2506,1949,3343,Electronics,2026-04-05 13:57:38,Mumbai,538
2507,1753,154,Jewellery,2026-04-06 14:58:27,Bangalore,580
2508,581,4990,Electronics,2026-04-14 21:05:47,Pune,51
2509,1096,1447,Jewellery,2026-04-21 03:48:22,Hyderabad,137
2510,1667,849,Food,2026-04-19 03:41:00,Hyderabad,963
2511,70,5477,Jewellery,2026-03-23 12:13:13,Chennai,617
2512,540,2534,Grocery,2026-04-11 18:08:46,Chennai,1979
2513,942,1604,Electronics,2026-04-10 22:51:49,Hyderabad,799
2514,1931,2304,Food,2026-04-12 23:29:26,Pune,1226
2515,1961,3666,Grocery,2026-04-07 04:57:27,Hyderabad,152
2516,662,143,Travel,2026-04-15 00:19:24,Delhi,708
2517,1760,2093,Travel,2026-04-03 13:46:41,Chennai,949
2518,1680,2176,Jewellery,2026-04-05 02:46:42,Hyderabad,1620
2519,500,3089,Food,2026-03-29 02:41:40,Bangalore,560
2520,995,3062,Jewellery,2026-04-03 13:52:10,Bangalore,1421
2521,1522,1702,Jewellery,2026-04-11 11:00:49,Hyderabad,1748
2522,1173,769,Jewellery,2026-03-28 13:09:24,Chennai,518
2523,866,947,Travel,2026-04-15 05:36:00,Delhi,1957
2524,847,1783,Jewellery,2026-03-29 13:34:22,Pune,156
2525,332,955,Food,2026-04-03 20:55:02,Pune,856
2526,1177,3309,Electronics,2026-03-26 04:38:35,Pune,1043
2527,913,4615,Food,2026-03-29 02:18:31,Pune,433
2528,1556,286,Travel,2026-04-18 14:32:34,Mumbai,1547
2529,678,3720,Travel,2026-03-25 05:54:18,Mumbai,1336
2530,612,1031,Food,2026-04-11 01:21:47,Delhi,1789
2531,1880,2740,Travel,2026-04-06 18:23:01,Bangalore,307
2532,421,1195,Food,2026-04-06 22:30:50,Pune,1703
2533,1059,2587,Travel,2026-04-06 07:29:18,Chennai,716
2534,642,1636,Food,2026-04-07 19:23:24,Bangalore,590
2535,1284,1584,Grocery,2026-03-23 15:57:20,Pune,331
2536,454,4610,Grocery,2026-04-17 10:28:48,Chennai,1903
2537,1247,1701,Travel,2026-03-29 02:24:46,Hyderabad,900
2538,245,4516,Travel,2026-04-12 12:51:09,Bangalore,1873
2539,1669,5109,Food,2026-04-01 13:34:11,Chennai,1659
2540,628,3375,Travel,2026-04-12 12:03:22,Chennai,1186
2541,761,1154,Travel,2026-03-30 11:27:11,Chennai,1101
2542,746,2820,Jewellery,2026-03-26 10:22:20,Bangalore,970
2543,720,1425,Electronics,2026-04-17 09:55:59,Mumbai,1716
2544,651,2475,Jewellery,2026-03-30 07:50:12,Mumbai,62
2545,1392,4082,Grocery,2026-04-07 06:13:08,Bangalore,242
2546,1785,5288,Grocery,2026-04-19 10:52:01,Chennai,341
2547,1130,3421,Food,2026-03-26 21:57:40,Pune,696
2548,1056,5566,Jewellery,2026-04-10 19:54:12,Chennai,1279
2549,334,50,Jewellery,2026-03-23 14:00:28,Chennai,891
2550,685,4958,Travel,2026-03-29 04:06:27,Pune,892
2551,717,4820,Electronics,2026-04-06 08:58:47,Bangalore,1978
2552,1593,5836,Food,2026-04-11 16:01:43,Chennai,997
2553,201,50,Jewellery,2026-04-08 09:44:09,Chennai,1630
2554,1971,3488,Grocery,2026-04-01 06:35:10,Bangalore,630
2555,565,1046,Jewellery,2026-04-16 03:07:57,Pune,511
2556,1151,2536,Grocery,2026-04-01 20:17:05,Bangalore,595
2557,1362,4241,Travel,2026-03-23 17:38:37,Mumbai,1550
2558,1457,1504,Travel,2026-04-20 13:35:25,Bangalore,96
2559,539,2413,Jewellery,2026-03-24 06:15:47,Hyderabad,1299
2560,787,1651,Travel,2026-04-10 20:44:20,Chennai,459
2561,35,5471,Electronics,2026-03-28 12:55:45,Chennai,189
2562,1933,2286,Jewellery,2026-03-29 22:19:42,Chennai,301
2563,797,720,Food,2026-03-23 09:00:32,Delhi,1338
2564,1189,4267,Electronics,2026-04-10 20:54:53,Chennai,1396
2565,1706,4391,Jewellery,2026-03-27 18:13:12,Mumbai,921
2566,1018,3601,Jewellery,2026-04-17 11:48:04,Bangalore,1611
2567,416,3208,Grocery,2026-04-10 20:12:20,Hyderabad,1669
2568,1733,2874,Grocery,2026-03-29 23:21:07,Mumbai,1187
2569,258,1214,Jewellery,2026-04-07 12:42:45,Delhi,55
2570,1988,2179,Food,2026-04-10 21:28:38,Hyderabad,1924
